Open Interest,Change in Open Interest,Traded Volume,Implied Volatility,Last Traded Price,Net Change,Bid Quantity,Bid Price,Ask Price,Ask Quantity,Strike Price,Bid Quantity,Bid Price,Ask Price,Ask Quantity,Net Change,Last Traded Price,Implied Volatility,Traded Volume,Change in Open Interest,Open Interest
0,0,0,0.0,0.0,0.0,1800,1470.15,1527.5,1800,18850,58880,0.1,0.15,6400,-0.15,0.15,46.49,6618,122,1344
0,0,0,0.0,0.0,0.0,1800,1420.2,1481.55,1800,18900,81720,0.1,0.15,30360,-0.1,0.15,46.52,35119,2055,3502
0,0,0,0.0,0.0,0.0,1800,1363.1,1427.45,1800,18950,8920,0.1,0.15,12880,-0.19999999999999998,0.1,43.53,13548,197,504
0,0,0,0.0,0.0,0.0,1800,1320.25,1381.5,1800,19000,181360,0.1,0.15,601800,-0.19999999999999998,0.15,43.48,253240,12977,30030
0,0,0,0.0,0.0,0.0,1800,1270.3,1331.5,1800,19050,243400,0.1,0.15,14760,-0.15,0.15,41.96,14378,955,1409
20,15,164,68.49,1269.9,-5.2999999999999545,40,1249.4,1253.85,320,19100,18160,0.15,0.2,36560,-0.19999999999999998,0.15,41.47,79905,7094,9768
2,0,0,0.0,0.0,0.0,240,1171.65,1227.3,1800,19150,6960,0.15,0.2,15440,-0.14999999999999997,0.2,39.92,19874,1243,2118
6,0,0,0.0,0.0,0.0,240,1123.1,1177.25,1800,19200,38400,0.15,0.2,91800,-0.25,0.15,37.4,128697,7158,13563
0,0,0,0.0,0.0,0.0,1800,1072.6,1129.25,240,19250,18960,0.15,0.2,69400,-0.19999999999999998,0.15,35.88,55972,5587,8396
22,0,0,0.0,0.0,0.0,280,1021.9,1081.35,1800,19300,216280,0.15,0.2,56600,-0.2,0.2,35.25,241336,15926,25093
0,0,0,0.0,0.0,0.0,280,972.4,1031.35,1800,19350,539560,0.1,0.15,281360,-0.30000000000000004,0.15,32.83,105582,12262,15856
5,0,0,0.0,0.0,0.0,1800,920.6,981.35,1800,19400,534480,0.15,0.2,207840,-0.35,0.15,31.31,476233,32054,40434
0,0,0,0.0,0.0,0.0,320,872.9,931.35,1800,19450,24280,0.2,0.25,31560,-0.30000000000000004,0.25,31.22,241027,24001,28012
15,-6,57,36.76,861.1,-176.39999999999998,40,850.4,853.0,80,19500,2389400,0.2,0.25,1027920,-0.39999999999999997,0.2,29.63,1216670,85442,127076
20,0,53,41.0,814.3,-147.70000000000005,40,801.0,803.65,1200,19550,289760,0.2,0.25,126400,-0.39999999999999997,0.2,28.04,406820,31779,39538
2,1,16,42.95,767.85,-57.14999999999998,160,750.15,753.15,200,19600,939880,0.2,0.25,376240,-0.44999999999999996,0.25,26.44,1278075,86473,125397
0,0,0,0.0,0.0,0.0,1800,689.4,719.75,40,19650,89760,0.3,0.35,150320,-0.5,0.3,25.3,855343,37051,75628
2448,2392,6837,0.0,657.1,87.30000000000007,240,652.1,653.65,40,19700,1063240,0.3,0.35,616080,-0.95,0.3,24.05,1989032,115585,194818
61,33,237,0.0,591.45,68.65000000000009,80,601.25,603.05,40,19750,609800,0.35,0.4,452640,-1.5499999999999998,0.35,23.02,1139938,70472,92621
166,91,481,0.0,540.0,64.69999999999999,40,551.05,552.8,40,19800,1088840,0.4,0.45,560120,-2.8000000000000003,0.4,21.57,2188974,108559,179274
149,100,625,0.0,504.45,53.349999999999966,1040,502.1,503.65,80,19850,440120,0.5,0.55,262920,-4.25,0.5,20.06,1676409,65336,96608
1007,870,2968,0.0,442.1,76.15000000000003,40,452.15,453.3,40,19900,573720,0.55,0.6,194200,-6.7,0.6,18.3,2875537,78979,130938
597,534,2092,0.0,408.75,87.64999999999998,640,401.95,403.1,80,19950,229000,0.65,0.7,155400,-10.05,0.7,17.04,3046906,62347,86248
1096,11,22561,0.0,353.0,59.30000000000001,40,352.35,353.15,560,20000,597760,0.8,0.85,126240,-14.6,0.85,15.61,5274639,152505,215043
474,-15,15654,0.0,307.3,64.9,40,302.2,303.0,80,20050,111400,1.05,1.1,84480,-20.25,1.1,14.24,4359123,75236,91994
3151,1938,94086,0.0,255.85,50.94999999999999,40,252.6,253.2,560,20100,118040,1.3,1.35,115120,-28.5,1.3,12.74,5903284,104000,156277
4792,3429,165784,0.0,204.6,34.0,40,203.3,203.7,600,20150,62400,1.85,1.9,66000,-39.45,1.9,11.37,4997644,123805,140882
14344,11509,1061303,0.0,154.15,18.450000000000017,840,154.05,154.45,40,20200,63960,2.8,2.85,4880,-53.6,2.85,10.12,8479101,291587,334085
51954,36804,3174556,0.0,105.95,3.200000000000003,440,105.95,106.15,40,20250,11120,4.4,4.45,20600,-71.6,4.45,8.85,8617372,235986,257661
133673,80947,8876359,0.0,62.35,-15.749999999999993,1520,62.35,62.5,40,20300,21440,10.55,10.6,1080,-86.35000000000001,10.55,8.32,9466699,384516,419979
251453,223682,8964806,4.9,28.95,-29.849999999999998,4640,28.95,29.05,960,20350,7880,27.0,27.1,360,-95.94999999999999,27.1,8.83,4171877,215508,233309
346210,277455,10876004,6.78,14.75,-26.15,6200,14.75,14.8,800,20400,1960,62.85,63.05,1680,-95.20000000000002,63.1,11.03,1759370,44504,65507
234429,194851,7505889,8.11,7.55,-20.099999999999998,20520,7.55,7.6,7400,20450,680,105.6,105.8,280,-86.89999999999999,106.05,13.46,254385,4690,11665
248835,168627,8417230,9.42,4.2,-14.400000000000002,38240,4.2,4.25,31960,20500,640,151.5,151.85,400,-80.75,151.7,16.17,189808,660,11370
124541,75776,4795718,10.61,2.45,-9.7,66920,2.4,2.45,9480,20550,560,199.65,200.15,80,-77.55000000000001,198.95,18.49,26146,441,2551
174628,87608,5506146,11.73,1.5,-6.6,73960,1.5,1.55,48960,20600,560,249.3,249.9,240,-71.0,246.0,20.72,19632,-3412,3439
139232,96751,3362366,12.89,1.0,-4.55,124080,1.0,1.05,109520,20650,120,298.7,299.55,40,-78.0,296.65,23.94,2255,-13,1940
237613,162108,3448442,14.38,0.75,-3.4000000000000004,85760,0.75,0.8,339840,20700,40,348.5,349.75,40,-80.35000000000002,344.65,26.21,7157,-4471,4795
114359,74015,2374455,15.35,0.5,-2.65,960160,0.5,0.55,685760,20750,280,398.3,399.8,40,-53.44999999999999,408.85,29.05,1851,-524,2258
200922,119248,2744508,16.59,0.45,-2.05,571440,0.4,0.45,488760,20800,40,448.3,449.55,280,-84.30000000000001,446.2,31.46,4988,-2617,2202
104455,70531,1108022,17.65,0.4,-1.6,384920,0.35,0.4,153600,20850,200,498.2,499.9,40,-105.09999999999997,496.05,33.48,946,-346,708
168549,85757,1323845,18.85,0.3,-1.45,3548320,0.3,0.35,464000,20900,80,547.9,549.4,40,-78.5,554.5,35.85,339,-18,379
47635,27837,555466,19.93,0.3,-1.15,1939120,0.25,0.3,332160,20950,120,596.55,598.35,40,-85.25,605.75,39.09,114,-13,343
215526,97757,1224203,21.9,0.2,-1.1,749480,0.2,0.25,842440,21000,160,647.25,648.95,160,-90.39999999999998,647.0,40.78,974,-461,1079
41049,8880,307460,22.28,0.15,-0.9999999999999999,389120,0.15,0.2,289880,21050,40,696.15,698.3,40,99.95000000000005,704.2,42.88,14,-7,61
56125,11881,469783,22.86,0.1,-0.9,1147960,0.1,0.15,1043040,21100,160,745.95,747.95,160,-65.54999999999995,754.95,45.75,24,-7,175
23644,8055,196500,24.24,0.1,-0.8,423240,0.1,0.15,515320,21150,120,779.85,805.0,1800,0.0,0.0,0.0,0,0,0
67452,4141,485320,25.61,0.1,-0.8,563040,0.1,0.15,860880,21200,80,847.2,849.6,200,103.55000000000007,856.2,51.3,99,2,203
20057,12913,138087,26.97,0.1,-0.75,626640,0.1,0.15,446960,21250,320,870.65,929.7,1800,0.0,0.0,0.0,0,0,0
44023,14718,247952,29.33,0.1,-0.7000000000000001,1654560,0.05,0.1,471360,21300,240,946.05,949.85,120,88.75,953.45,53.69,21,-2,48
8329,3456,77281,30.71,0.1,-0.7000000000000001,593640,0.05,0.1,130800,21350,1800,974.9,1035.9,280,0.0,0.0,0.0,0,0,13
25292,-1837,218008,32.08,0.1,-0.65,837800,0.05,0.1,270600,21400,320,1045.75,1085.9,800,37.399999999999864,1106.8,87.35,2,0,2
6453,12,54291,33.45,0.15,-0.5499999999999999,212400,0.1,0.15,60800,21450,1800,1074.8,1130.6,240,0.0,0.0,0.0,0,0,18
47353,-25714,274054,34.8,0.1,-0.6,925200,0.1,0.15,501840,21500,40,1145.95,1150.05,200,-17.34999999999991,1153.65,62.54,16,-4,17
13621,-27193,114052,36.15,0.1,-0.6,1278720,0.05,0.1,128000,21550,1800,1174.75,1229.9,1800,0.0,0.0,0.0,0,0,9
14638,-3837,102378,36.25,0.1,-0.55,434520,0.05,0.1,14840,21600,120,1241.35,1258.35,240,114.0,1240.0,31.86,25,-13,31
4362,-3707,18134,38.83,0.1,-0.55,127480,0.1,0.15,58800,21650,1800,1270.05,1329.95,1800,0.0,0.0,0.0,0,0,1
11189,-6850,61220,40.16,0.1,-0.5,40680,0.1,0.15,107120,21700,1800,1324.65,1380.0,1800,0.0,0.0,0.0,0,0,6
2438,-994,17371,40.12,0.05,-0.5,170720,0.05,0.1,4880,21750,1800,1374.6,1437.6,1800,0.0,0.0,0.0,0,0,0
7239,932,32682,41.4,0.1,-0.45000000000000007,326680,0.05,0.1,116200,21800,1800,1419.95,1480.05,1800,0.0,0.0,0.0,0,0,13
1673,-167,8657,42.67,0.05,-0.5,127960,0.05,0.1,15320,21850,1800,1465.8,1527.85,1800,0.0,0.0,0.0,0,0,0
2332,-1062,17268,45.4,0.15,-0.4,191200,0.1,0.15,51640,21900,240,1525.6,1571.45,280,147.45000000000005,1571.7,0.0,14,2,7
1072,-946,7867,46.7,0.1,-0.45000000000000007,108840,0.05,0.15,19360,21950,1800,1565.75,1627.95,1800,0.0,0.0,0.0,0,0,0
20304,-4464,81687,47.99,0.1,-0.45000000000000007,953000,0.05,0.1,165720,22000,1800,1619.8,1680.2,1800,0.0,0.0,0.0,0,0,0
1049,-390,5028,47.7,0.1,-0.45000000000000007,104880,0.05,0.1,1840,22050,1800,1674.4,1737.8,1800,0.0,0.0,0.0,0,0,0
1050,-486,11665,50.55,0.15,-0.35,133360,0.05,0.15,17360,22100,1800,1719.75,1780.25,1800,0.0,0.0,0.0,0,0,0
668,-516,4158,50.18,0.1,-0.45000000000000007,98400,0.05,0.15,16920,22150,1800,1769.7,1830.25,1800,0.0,0.0,0.0,0,0,0
1728,413,10853,53.09,0.1,-0.4,166840,0.05,0.1,38280,22200,1800,1824.3,1887.9,1800,0.0,0.0,0.0,0,0,0
489,-333,3096,52.65,0.1,-0.4,51000,0.05,0.15,6360,22250,1800,1865.5,1928.1,1800,0.0,0.0,0.0,0,0,0
1227,27,10543,53.87,0.1,-0.4,9120,0.1,0.15,10960,22300,1800,1919.6,1980.4,1800,0.0,0.0,0.0,0,0,0
852,4,4842,52.36,0.05,-0.45,36600,0.05,0.1,18120,22350,1800,1974.2,2038.0,1800,0.0,0.0,0.0,0,0,0
1711,303,11324,58.11,0.15,-0.35,67520,0.1,0.15,13120,22400,1800,2024.15,2080.45,1800,0.0,0.0,0.0,0,0,0
637,-544,5145,57.51,0.1,-0.4,40,0.1,0.15,9080,22450,1600,1710.8,2434.9,1600,0.0,0.0,0.0,0,0,0
4685,-4256,31671,58.71,0.15,-0.30000000000000004,324240,0.1,0.15,82320,22500,200,2143.4,2181.0,200,33.0,2155.0,104.12,3,0,4
982,-1903,6262,59.91,0.1,-0.35,1840,0.1,0.15,15640,22550,1600,1936.1,2512.65,1600,0.0,0.0,0.0,0,0,0
611,-127,7481,61.11,0.1,-0.35,61440,0.05,0.1,6600,22600,400,1944.4,2354.75,400,0.0,0.0,0.0,0,0,0
463,-462,2600,62.3,0.1,-0.35,121280,0.05,0.1,12520,22650,1600,1887.35,2618.25,1600,0.0,0.0,0.0,0,0,0
954,-386,7735,65.49,0.15,-0.30000000000000004,3000,0.1,0.15,7760,22700,400,2037.4,2458.45,400,0.0,0.0,0.0,0,0,0
568,-415,1854,64.67,0.1,-0.30000000000000004,9000,0.1,0.15,5760,22750,1600,2118.5,2751.7,1600,0.0,0.0,0.0,0,0,0
1459,-1112,7917,67.91,0.15,-0.25,1200,0.1,0.15,4760,22800,400,2175.8,2562.7,400,0.0,0.0,0.0,0,0,0
1267,-948,10426,70.32,0.15,-0.25,135280,0.05,0.15,10880,22900,400,2266.6,2666.45,400,0.0,0.0,0.0,0,0,0
4316,-2697,24286,67.14,0.1,-0.30000000000000004,366000,0.05,0.1,59400,23000,400,2355.0,2770.6,400,0.0,0.0,0.0,0,0,0
842,-556,4768,69.35,0.05,-0.3,54000,0.05,0.1,15080,23100,400,2448.05,2874.7,400,0.0,0.0,0.0,0,0,0
964,-433,2743,75.11,0.05,-0.3,49160,0.05,0.1,23560,23200,400,2539.9,2978.75,400,0.0,0.0,0.0,0,0,0
534,-309,2035,77.39,0.1,-0.24999999999999997,1800,0.1,0.15,14480,23300,400,2630.1,3082.7,400,0.0,0.0,0.0,0,0,0
599,-46,1454,79.66,0.1,-0.24999999999999997,30480,0.05,0.1,14880,23400,400,2721.9,3186.85,400,0.0,0.0,0.0,0,0,0
1821,-817,10119,81.91,0.1,-0.24999999999999997,78880,0.05,0.1,47320,23500,400,2811.9,3290.4,400,0.0,0.0,0.0,0,0,0
727,-901,3043,84.14,0.1,-0.24999999999999997,32520,0.05,0.1,18000,23600,1600,2931.65,3629.6,1600,0.0,0.0,0.0,0,0,0
987,-3,3557,86.36,0.1,-0.30000000000000004,39920,0.05,0.1,33320,23700,1600,3022.7,3736.85,1600,0.0,0.0,0.0,0,0,0
932,-74,4106,84.45,0.05,-0.35000000000000003,50520,0.05,0.1,14680,23800,1600,3121.0,3828.9,1600,0.0,0.0,0.0,0,0,0
1202,-625,11693,90.76,0.05,-0.35000000000000003,0,0.0,0.05,14640,23900,1600,3204.6,3966.35,1600,0.0,0.0,0.0,0,0,0
6028,-2175,21969,88.65,0.1,-0.24999999999999997,227800,0.05,0.1,130240,24000,400,3267.5,3810.65,400,0.0,0.0,0.0,0,0,0
