Open Interest,Change in Open Interest,Traded Volume,Implied Volatility,Last Traded Price,Net Change,Bid Quantity,Bid Price,Ask Price,Ask Quantity,Strike Price,Bid Quantity,Bid Price,Ask Price,Ask Quantity,Net Change,Last Traded Price,Implied Volatility,Traded Volume,Change in Open Interest,Open Interest
129,-38,190,0.0,1417.75,105.0,900,1402.15,1419.1,225,44400,0,0.0,0.05,78645,-7.55,0.05,19.35,1962981,10304,59574
1038,-967,4427,0.0,1316.65,101.15000000000009,225,1314.6,1318.15,15,44500,0,0.0,0.05,240495,-9.5,0.05,18.15,5697646,73876,181116
112,-91,863,0.0,1214.7,130.1500000000001,30,1212.6,1218.7,15,44600,0,0.0,0.05,66075,-11.95,0.05,16.95,2543578,22680,81275
366,-244,1685,0.0,1120.45,125.10000000000002,15,1112.85,1122.0,30,44700,0,0.0,0.05,59400,-15.149999999999999,0.05,15.75,4229903,36197,98686
1109,-660,4506,0.0,1015.25,110.0,135,1015.25,1020.2,30,44800,0,0.0,0.05,314385,-19.75,0.05,14.54,5159799,26962,90371
665,-233,4088,0.0,915.7,88.60000000000002,60,914.7,919.65,75,44900,0,0.0,0.05,42330,-26.05,0.05,13.33,5690668,19944,73102
6672,-5975,110149,0.0,818.0,90.89999999999998,15,817.95,818.55,15,45000,0,0.0,0.05,66960,-34.6,0.05,12.11,14626250,9992,171881
1435,-618,23005,0.0,716.1,77.30000000000007,165,716.1,719.1,180,45100,0,0.0,0.05,222255,-45.35,0.05,10.89,8826515,18488,78121
2845,-1935,120311,0.0,616.55,72.54999999999995,585,616.55,617.95,300,45200,0,0.0,0.05,129045,-59.150000000000006,0.05,9.66,11709505,6017,92188
5479,-1508,334147,0.0,516.55,50.299999999999955,15,516.55,518.7,30,45300,0,0.0,0.05,121965,-78.05,0.05,8.42,13305893,39026,99527
10522,2345,772258,0.0,417.1,25.900000000000034,510,417.1,418.0,330,45400,0,0.0,0.05,212040,-102.3,0.05,7.17,17393676,79695,148621
57742,-14400,3257123,0.0,317.0,-6.0,900,317.0,317.85,30,45500,0,0.0,0.05,45,-133.64999999999998,0.05,5.91,29744429,133765,270927
63721,1629,7705171,0.0,217.2,-44.44999999999999,8985,217.2,217.7,300,45600,0,0.0,0.05,146640,-175.5,0.05,4.63,35269137,102911,213824
276995,167566,25962038,0.0,117.25,-91.35,120,117.25,117.6,915,45700,0,0.0,0.05,519555,-218.14999999999998,0.05,3.32,49786820,274098,373383
505759,337633,65622652,0.0,17.55,-145.54999999999998,150,17.6,17.65,810,45800,0,0.0,0.05,856215,-271.45,0.05,1.96,45327802,464933,577119
507818,413567,44850372,0.0,0.05,-123.8,0,0.0,0.05,12600,45900,15,82.25,82.3,4800,-253.65000000000003,82.2,9.92,13984928,88676,118939
487595,244900,37875220,1.19,0.05,-93.15,0,0.0,0.05,234300,46000,15,181.8,182.0,690,-222.64999999999998,182.0,14.88,9256258,-1356,85685
212371,112301,20056829,2.58,0.05,-69.7,3495,0.05,0.1,39555,46100,15,281.45,281.75,105,-201.05,282.65,19.05,2531170,-5931,10919
170961,31265,16122163,3.89,0.05,-50.5,0,0.0,0.05,72810,46200,15,381.1,381.75,30,-184.25000000000006,382.2,22.69,1422387,-11834,13305
196249,73689,12129835,5.17,0.05,-36.400000000000006,0,0.0,0.05,213570,46300,15,480.8,481.7,30,-168.55,480.55,26.31,514804,-14403,7473
150035,15521,8748164,6.42,0.05,-26.75,84915,0.05,0.1,5040,46400,15,580.5,582.0,210,-160.60000000000002,580.5,29.65,230091,-1816,10295
203846,-16485,11915214,7.65,0.05,-19.349999999999998,0,0.0,0.05,178770,46500,30,683.0,683.2,30,-154.89999999999998,683.2,32.97,230139,-9325,10932
93389,-51008,6447997,8.85,0.05,-14.2,22200,0.05,0.1,1875,46600,300,781.05,783.2,45,-148.0999999999999,783.2,36.18,34674,-4494,3715
108290,-17460,6192826,10.05,0.05,-10.95,0,0.0,0.05,116745,46700,15,881.5,883.25,150,-123.90000000000009,881.55,38.94,32709,-4727,12004
124468,3683,5346533,11.23,0.05,-8.85,0,0.0,0.05,193500,46800,60,982.2,985.25,240,-130.95000000000005,983.95,41.78,25388,-909,9273
114808,7472,3971465,12.4,0.05,-7.4,0,0.0,0.05,83955,46900,60,1081.35,1084.6,90,-136.45000000000005,1081.45,44.67,4597,-718,2669
272500,-23166,7064747,13.56,0.1,-6.5,3750,0.05,0.1,24960,47000,15,1182.5,1186.55,225,-146.30000000000018,1183.85,47.74,32647,-9498,8437
119306,41872,2914415,14.71,0.1,-5.65,92340,0.05,0.1,72690,47100,15,1279.95,1282.35,45,-145.69999999999982,1281.4,50.22,1726,-143,2848
81917,-32225,3190051,15.85,0.1,-5.050000000000001,0,0.0,0.1,24390,47200,225,1377.2,1384.0,15,-153.1500000000001,1379.75,52.98,1494,-343,1891
116609,21932,2843234,17.91,0.1,-4.6000000000000005,56250,0.05,0.15,2895,47300,30,1483.15,1489.0,900,-157.44999999999982,1483.15,55.67,889,-274,579
89032,38731,1964219,18.1,0.05,-4.2,0,0.0,0.05,45120,47400,15,1575.85,1589.0,900,-160.45000000000005,1578.95,58.24,1015,-565,418
233684,-5311,5110322,19.22,0.05,-3.85,0,0.0,0.05,232230,47500,525,1681.0,1685.35,15,-146.29999999999995,1681.0,61.03,8999,-5187,3057
57231,1352,1462225,21.41,0.05,-3.6,26595,0.05,0.1,52965,47600,15,1777.45,1832.55,15,-184.6500000000001,1777.8,62.37,696,-318,523
57534,2604,1404530,21.44,0.05,-3.4000000000000004,0,0.0,0.05,38445,47700,15,1876.55,1932.6,105,-119.59999999999991,1886.5,66.48,276,-128,333
90564,17393,1265893,22.53,0.05,-3.2,0,0.0,0.05,510,47800,300,1458.05,2025.0,15,-42.25,1982.8,68.25,133,-51,207
56958,19975,1112689,23.62,0.05,-3.0,0,0.0,0.05,134295,47900,15,2076.25,2132.5,105,-71.0,2089.0,71.88,115,-54,95
236575,-64550,4654562,24.71,0.05,-2.85,0,0.0,0.05,167535,48000,375,2185.0,2188.0,120,-137.60000000000036,2185.95,73.64,5796,-1740,3581
42772,1265,779572,25.79,0.05,-2.8000000000000003,0,0.0,0.05,158085,48100,15,2278.45,2286.2,60,-122.04999999999973,2279.3,74.77,2496,-109,214
28157,-19439,713473,26.87,0.05,-2.7,0,0.0,0.05,52065,48200,300,1828.3,2432.5,105,-51.40000000000009,2384.6,78.21,237,-42,131
52217,27492,761697,27.94,0.05,-2.6,0,0.0,0.05,106845,48300,120,2025.75,2494.35,120,-22.449999999999818,2477.55,79.07,15,-1,70
56290,30261,774663,29.0,0.05,-2.45,0,0.0,0.05,97380,48400,300,2027.2,2632.6,105,203.69999999999982,2564.95,78.56,27,-19,206
146088,-20199,2124949,30.06,0.05,-2.2,0,0.0,0.05,190215,48500,270,2451.65,2689.2,45,-124.45000000000027,2687.45,85.76,812,-479,170
42511,-33815,532778,31.12,0.05,-2.3000000000000003,0,0.0,0.05,23775,48600,885,2143.75,2809.0,135,343.0,2902.0,109.32,2,0,37
52033,16490,450166,32.17,0.05,-2.1,0,0.0,0.05,28665,48700,300,2358.15,2933.25,105,181.6500000000001,2891.9,91.3,151,-66,67
107596,76379,737019,33.21,0.05,-2.1,0,0.0,0.05,29295,48800,195,2398.45,3032.95,195,245.64999999999964,2973.45,89.4,149,-45,100
33760,-4668,417630,34.25,0.05,-2.1,0,0.0,0.05,66870,48900,885,2388.15,3133.0,105,0.0,0.0,0.0,0,0,28
104382,-51237,1283609,35.29,0.05,-1.9,0,0.0,0.05,244245,49000,150,3171.95,3191.7,150,-109.0,3191.7,98.0,437,-172,163
6761,-15529,195661,36.32,0.05,-1.9999999999999998,0,0.0,0.05,17835,49100,300,2311.0,3434.1,300,0.0,0.0,0.0,0,0,31
14799,-10086,158818,37.35,0.05,-1.95,0,0.0,0.05,11025,49200,885,2366.6,3517.75,300,0.0,0.0,0.0,0,0,28
4305,-7983,106833,38.38,0.05,-1.9,0,0.0,0.05,2820,49300,885,2374.75,3599.65,195,-226.6500000000001,3500.0,106.5,1,0,29
3746,-8722,138453,39.4,0.05,-1.7,0,0.0,0.05,2835,49400,300,2522.75,3725.0,300,0.0,0.0,0.0,0,0,29
27433,-33754,456789,40.42,0.05,-1.65,0,0.0,0.05,5745,49500,285,3671.95,3691.7,285,218.75,3702.0,111.32,57,-35,19
5173,-2297,103751,41.43,0.05,-1.65,0,0.0,0.05,6255,49600,150,2574.75,3912.0,150,346.0999999999999,3795.0,111.84,70,-26,44
4247,-1738,73721,42.44,0.05,-1.5999999999999999,0,0.0,0.05,5415,49700,210,2884.1,4026.05,210,-20.0,3891.0,113.0,14,-7,33
4846,278,72736,43.45,0.05,-1.5999999999999999,0,0.0,0.05,6360,49800,300,3483.5,4132.2,300,238.5999999999999,3935.45,99.32,2,1,29
7237,-4995,99638,44.45,0.05,-1.55,0,0.0,0.05,10590,49900,885,3064.65,4229.65,300,0.0,0.0,0.0,0,0,29
67515,-43195,586987,45.45,0.05,-1.3499999999999999,0,0.0,0.05,6630,50000,285,4169.95,4191.75,285,-141.94999999999982,4193.5,119.91,144,-61,104
4765,-1309,55952,46.45,0.05,-1.5999999999999999,0,0.0,0.05,510,50100,300,3772.3,4434.0,300,397.6999999999998,4390.0,143.18,2,0,29
2275,-1162,43937,47.44,0.05,-1.55,0,0.0,0.05,1215,50200,885,3686.6,4535.35,300,0.0,0.0,0.0,0,0,25
3162,-1673,65506,48.43,0.05,-1.55,0,0.0,0.05,1650,50300,885,3421.4,4633.15,300,0.0,0.0,0.0,0,0,32
1514,-3404,64194,49.41,0.05,-1.55,0,0.0,0.05,315,50400,885,3630.4,4743.4,300,0.0,0.0,0.0,0,0,30
14166,-11369,177965,50.4,0.05,-1.4,0,0.0,0.05,1170,50500,285,4669.95,4693.7,285,-350.8000000000002,4695.0,130.56,681,329,986
1751,-6190,43141,51.38,0.05,-1.5999999999999999,0,0.0,0.05,3645,50600,300,4215.75,4935.85,300,0.0,0.0,0.0,0,0,34
1767,-4183,42037,52.35,0.05,-1.5999999999999999,0,0.0,0.05,750,50700,885,4215.05,5041.3,300,0.0,0.0,0.0,0,0,34
5000,-926,45166,53.33,0.05,-1.5999999999999999,0,0.0,0.05,54075,50800,300,4403.1,5134.7,300,0.0,0.0,0.0,0,0,36
1328,-4358,46534,54.3,0.05,-1.55,0,0.0,0.05,4170,50900,885,3897.7,5243.55,300,0.0,0.0,0.0,0,0,34
26214,-11623,166621,55.26,0.05,-1.3,0,0.0,0.05,90840,51000,150,5168.95,5194.7,285,503.0,5403.0,184.79,1,0,36
1761,-2263,30188,56.23,0.05,-1.5,0,0.0,0.05,135,51100,300,4065.5,5448.0,300,0.0,0.0,0.0,0,0,30
2901,-2231,54768,57.19,0.05,-1.5,0,0.0,0.05,1245,51200,885,4573.75,5551.6,300,0.0,0.0,0.0,0,0,33
11100,-12840,156039,60.05,0.05,-1.3499999999999999,0,0.0,0.05,1230,51500,885,4239.6,5861.65,300,0.0,0.0,0.0,0,0,39
21057,-18278,168167,64.77,0.05,-1.3,0,0.0,0.05,16740,52000,300,5545.4,6350.7,300,0.0,0.0,0.0,0,0,49
5347,-2218,49265,69.42,0.05,-1.25,0,0.0,0.05,7395,52500,570,6665.95,6697.7,285,-634.9499999999998,6910.75,219.47,2,0,74
19615,-11338,97667,74.01,0.05,-1.0999999999999999,0,0.0,0.05,26865,53000,285,7164.95,7198.7,285,-177.25,7321.05,211.21,36,0,120
6857,-1251,41238,78.54,0.05,-1.05,0,0.0,0.05,7845,53500,300,7096.05,7778.0,105,0.0,0.0,0.0,0,0,133
11353,-8165,98589,83.01,0.05,-1.0,0,0.0,0.05,16185,54000,300,7393.35,8394.65,300,0.0,0.0,0.0,0,0,85
4484,-9530,61229,87.41,0.05,-1.0,0,0.0,0.05,405,54500,300,6894.4,8902.6,300,0.0,0.0,0.0,0,0,24
26882,-21891,93597,91.77,0.05,-0.95,0,0.0,0.05,29880,55000,300,8135.6,9410.8,300,0.0,0.0,0.0,0,0,23
42941,-21425,144834,96.07,0.05,-0.7999999999999999,0,0.0,0.05,171480,55500,300,8577.1,9913.8,300,0.0,0.0,0.0,0,0,17
