Open Interest,Change in Open Interest,Traded Volume,Implied Volatility,Last Traded Price,Net Change,Bid Quantity,Bid Price,Ask Price,Ask Quantity,Strike Price,Bid Quantity,Bid Price,Ask Price,Ask Quantity,Net Change,Last Traded Price,Implied Volatility,Traded Volume,Change in Open Interest,Open Interest
706,-990,3718,0.0,519.0,-222.14999999999998,50,517.75,518.9,100,21200,0,0.0,0.05,127100,-1.05,0.05,15.17,1632398,-7680,82224
232,-126,926,0.0,468.0,-234.25,50,467.95,468.8,350,21250,0,0.0,0.05,94700,-1.0999999999999999,0.05,13.82,1175087,6153,26328
1200,-552,4660,0.0,418.4,-238.25,50,417.8,418.4,50,21300,0,0.0,0.05,34500,-1.3,0.05,12.47,2821058,-27343,76750
378,-71,2365,0.0,367.75,-235.0,50,367.5,368.3,50,21350,0,0.0,0.05,330650,-1.5999999999999999,0.05,11.1,2795045,22151,62635
2264,-1274,29512,0.0,317.35,-234.75,50,317.25,318.35,50,21400,0,0.0,0.05,864100,-1.95,0.05,9.73,5962571,-28889,117413
920,57,16159,0.0,267.7,-243.2,50,267.6,268.3,50,21450,0,0.0,0.05,813700,-2.4000000000000004,0.05,8.34,5907329,52844,98281
4392,-2882,180568,0.0,217.55,-237.55,100,217.6,218.25,50,21500,0,0.0,0.05,1351350,-3.2,0.05,6.94,12901134,80792,217254
3269,2062,158116,0.0,167.75,-237.45,1150,167.75,168.25,2750,21550,0,0.0,0.05,848350,-4.1000000000000005,0.05,5.51,13113477,62126,117595
16668,10577,1388300,0.0,118.0,-236.0,50,117.8,118.0,450,21600,0,0.0,0.05,2034950,-5.55,0.05,4.06,25712642,104889,205647
69505,66477,4871908,0.0,67.9,-241.49999999999997,1200,67.95,68.0,8000,21650,0,0.0,0.05,2165700,-7.75,0.05,2.55,32013693,128821,179058
230352,210254,22692055,0.0,18.0,-246.39999999999998,22250,17.9,18.0,11350,21700,0,0.0,0.05,2383850,-11.1,0.05,0.95,40880390,197343,348722
287563,282188,22253797,1.02,0.05,-211.85,0,0.0,0.05,470450,21750,50,31.95,32.0,1150,14.899999999999999,31.9,3.41,22481579,19378,89279
197757,168265,22862490,2.61,0.05,-170.89999999999998,0,0.0,0.05,16300,21800,400,81.95,82.05,100,56.699999999999996,82.05,6.55,17489864,-106575,40774
118161,91703,15420736,4.1,0.05,-133.79999999999998,14700,0.05,0.1,6900,21850,50,132.05,132.2,50,94.35000000000001,132.05,9.26,7969740,-22641,55757
156171,9515,19130032,5.94,0.1,-101.0,354400,0.05,0.1,163150,21900,50,182.1,182.25,50,127.05,182.1,11.81,9518063,-125447,48512
129040,58495,14221165,6.93,0.05,-75.8,404600,0.05,0.1,55850,21950,1600,232.2,232.6,450,154.2,232.6,14.5,5290010,9986,66599
252286,76355,18562796,8.86,0.1,-54.35,158950,0.05,0.1,102900,22000,50,281.85,282.6,500,172.79999999999998,281.7,16.27,4908821,-21511,50422
118685,35737,10247213,9.64,0.05,-37.400000000000006,0,0.0,0.05,1350,22050,600,331.8,332.55,50,191.55,332.55,19.09,1157384,4978,16924
157976,-14038,11657310,10.97,0.05,-24.599999999999998,0,0.0,0.05,73400,22100,250,381.8,382.2,100,203.3,382.25,21.1,805126,-8599,14150
83404,-546,6850500,13.07,0.1,-15.25,0,0.0,0.05,200,22150,350,431.7,432.4,50,211.14999999999998,431.7,22.82,135227,-1705,1575
138017,-12563,7282129,13.58,0.05,-9.299999999999999,0,0.0,0.05,65700,22200,350,481.8,483.05,200,224.70000000000005,482.85,25.86,149493,-4201,3859
88531,-12173,5168749,14.87,0.05,-5.3,0,0.0,0.05,79400,22250,50,530.95,532.85,100,227.39999999999998,532.75,27.89,12994,-288,531
154459,-22870,6138387,16.14,0.05,-3.0,0,0.0,0.05,116250,22300,50,580.7,583.5,50,238.90000000000003,583.45,30.56,19697,-2498,1065
62323,-13533,3024117,17.4,0.05,-1.8,0,0.0,0.05,2000,22350,50,630.1,632.85,700,223.34999999999997,632.8,32.06,2702,-80,311
133717,-3220,3788097,18.66,0.05,-1.25,0,0.0,0.05,83750,22400,50,681.0,683.0,850,235.95,683.0,34.27,4125,-752,408
62779,-7121,1569342,19.9,0.05,-0.95,0,0.0,0.05,49000,22450,500,729.95,732.7,50,231.49999999999994,730.05,32.96,947,32,243
184872,18147,2655730,21.14,0.05,-0.85,0,0.0,0.05,547950,22500,50,782.0,783.5,50,229.20000000000005,783.35,38.61,6294,-405,780
47724,-9508,723224,22.36,0.05,-0.6499999999999999,0,0.0,0.05,11800,22550,50,828.85,833.1,50,231.69999999999993,830.55,37.36,418,-21,196
110494,7336,892965,23.58,0.05,-0.6,0,0.0,0.05,718200,22600,50,879.55,883.9,50,218.29999999999995,879.25,37.23,395,-16,135
28925,-2926,340578,24.79,0.05,-0.5,0,0.0,0.05,155700,22650,50,929.8,934.5,50,206.19999999999993,927.8,36.0,137,13,25
77511,-4617,533304,26.0,0.05,-0.45,0,0.0,0.05,315500,22700,300,960.6,996.1,300,245.5,983.35,46.41,482,-90,224
15886,-1764,195634,27.19,0.05,-0.4,0,0.0,0.05,217550,22750,400,1025.55,1037.8,500,240.64999999999998,1039.05,53.77,89,-10,21
60367,3354,383032,28.39,0.05,-0.4,0,0.0,0.05,381900,22800,50,1082.3,1084.05,50,227.75,1084.45,51.44,179,-32,24
52078,39430,221213,29.57,0.05,-0.35000000000000003,0,0.0,0.05,209550,22850,1800,1110.35,1136.2,50,253.35000000000002,1127.2,40.72,47,-13,19
17346,-16286,203513,30.75,0.05,-0.3,0,0.0,0.05,16750,22900,50,1177.85,1188.3,50,250.14999999999986,1178.6,46.28,168,-16,13
6554,-2072,101090,31.92,0.05,-0.3,0,0.0,0.05,5300,22950,100,1222.35,1240.65,50,189.3499999999999,1218.35,0.0,38,2,14
74954,-35688,427418,33.09,0.05,-0.35000000000000003,0,0.0,0.05,45300,23000,50,1282.0,1297.15,300,219.95000000000005,1281.0,54.26,422,-215,322
5970,1079,51769,34.25,0.05,-0.35000000000000003,0,0.0,0.05,17950,23050,1750,1143.25,1396.55,1000,0.0,1052.15,0.0,0,0,3
43593,30130,190348,35.41,0.05,-0.3,0,0.0,0.05,106500,23100,1750,1132.8,1446.55,1000,0.0,1218.0,0.0,0,0,4
6213,2675,45372,36.56,0.05,-0.3,0,0.0,0.05,12450,23150,1750,1223.55,1496.6,1000,0.0,1243.0,0.0,0,0,6
24133,-1911,58885,37.7,0.05,-0.25,0,0.0,0.05,41700,23200,1750,1237.65,1546.65,1000,0.0,1298.85,0.0,0,0,3
5680,-255,22333,38.84,0.05,-0.25,0,0.0,0.05,4750,23250,1750,1296.05,1596.7,1000,0.0,1348.2,0.0,0,0,2
8365,295,41495,39.98,0.05,-0.25,0,0.0,0.05,8550,23300,1750,1358.3,1760.6,1750,-10.5,1551.3,0.0,0,0,3
3940,-954,43989,41.11,0.05,-0.2,0,0.0,0.05,17050,23350,1750,1425.75,1807.4,1750,-0.049999999999954525,1606.95,0.0,0,0,3
13340,-7438,44335,42.24,0.05,-0.3,0,0.0,0.05,37300,23400,1750,1443.45,1896.75,1750,-0.34999999999990905,1635.65,0.0,0,0,3
3222,-684,16311,43.36,0.05,-0.25,0,0.0,0.05,6250,23450,1750,1493.1,1833.55,1000,0.14999999999986358,1695.85,0.0,0,0,3
26218,-25966,185443,44.48,0.05,-0.25,0,0.0,0.05,32400,23500,750,1775.85,1802.2,300,293.3000000000002,1840.9,117.03,26,-9,24
6792,-71,19232,45.59,0.05,-0.2,0,0.0,0.05,103450,23550,1750,1565.1,2057.05,1750,0.0,0.0,0.0,0,0,0
13005,-10997,54842,49.15,0.1,-0.1,0,0.0,0.05,100,23600,50,1877.95,1943.25,500,24.59999999999991,1870.0,0.0,3,-3,3
7699,-156,15329,47.8,0.05,-0.15000000000000002,0,0.0,0.05,113800,23650,500,1736.65,1947.3,500,362.0,1804.45,0.0,5,0,5
15039,-3024,28241,48.9,0.05,-0.15000000000000002,0,0.0,0.05,154700,23700,1750,1709.4,2246.65,1750,-3.599999999999909,1944.75,0.0,0,0,3
5215,-994,16562,50.0,0.05,-0.2,0,0.0,0.05,26550,23750,1750,1767.35,2287.65,1000,0.0,2005.65,0.0,0,0,3
26824,-11184,53705,51.09,0.05,-0.2,0,0.0,0.05,288800,23800,1750,1875.6,2149.15,1000,-69.04999999999973,1990.4,0.0,14,6,9
21897,-12215,76145,52.18,0.05,-0.2,0,0.0,0.05,19750,23850,1750,1903.3,2224.9,1000,-37.90000000000009,1864.1,0.0,0,0,3
