Open Interest,Change in Open Interest,Traded Volume,Implied Volatility,Last Traded Price,Net Change,Bid Quantity,Bid Price,Ask Price,Ask Quantity,Strike Price,Bid Quantity,Bid Price,Ask Price,Ask Quantity,Net Change,Last Traded Price,Implied Volatility,Traded Volume,Change in Open Interest,Open Interest
5907,375,4211,29.8,3.35,-0.8000000000000003,550,3.25,3.35,550,1650,550,194.4,201.5,550,16.0,195.0,29.22,21,3,1450
915,4,920,30.5,3.15,-0.75,550,3.1,3.2,2200,1660,550,202.35,212.8,550,-0.19999999999998863,197.0,0.0,3,0,117
932,48,337,31.26,3.0,-0.6499999999999999,550,2.95,3.05,550,1670,550,212.05,218.45,1650,-12.0,206.0,0.0,1,-1,266
1417,47,974,31.86,2.8,-0.5500000000000003,550,2.8,2.95,2750,1680,1650,222.45,234.1,550,-35.900000000000006,201.1,0.0,5,4,139
421,-10,166,32.66,2.7,-0.44999999999999973,3850,2.5,2.75,1650,1690,550,232.6,238.95,1100,0.0,216.85,0.0,0,0,63
12945,-144,4868,32.92,2.4,-0.5,550,2.4,2.45,3300,1700,550,242.45,246.0,550,11.550000000000011,240.0,0.0,62,12,1341
401,-1,188,33.64,2.3,-0.40000000000000036,3850,2.2,2.35,3300,1710,1650,251.45,262.8,1650,0.0,0.0,0.0,0,0,0
1041,39,352,33.89,2.05,-0.4500000000000002,7150,1.9,2.2,550,1720,1650,260.9,273.35,3300,0.0,218.4,0.0,0,0,4
68,-21,59,34.53,1.95,-0.34999999999999987,5500,1.85,2.0,550,1730,1650,271.0,282.45,1650,0.0,260.0,0.0,0,0,2
497,-9,149,34.46,1.65,-0.30000000000000004,1100,1.6,1.8,550,1740,1650,280.7,292.95,1650,0.0,0.0,0.0,0,0,0
1816,-75,668,35.72,1.75,-0.19999999999999996,1650,1.6,1.75,550,1750,550,291.0,297.45,2750,0.8000000000000114,277.3,0.0,1,0,137
312,0,67,36.26,1.65,-0.10000000000000009,1100,1.4,1.7,1100,1760,1650,297.55,308.75,1650,0.0,0.0,0.0,0,0,0
16,-6,11,36.57,1.5,-0.5,550,1.5,2.0,550,1770,1650,310.25,321.3,1650,0.0,0.0,0.0,0,0,0
112,-7,51,37.83,1.6,-0.09999999999999987,550,1.5,1.6,1100,1780,1650,302.7,346.5,1650,0.0,0.0,0.0,0,0,0
1,0,0,0.0,3.05,0.0,550,1.1,1.8,1100,1790,1650,313.4,357.35,1650,0.0,0.0,0.0,0,0,0
3480,-221,1191,38.29,1.3,-0.19999999999999996,3850,1.25,1.3,550,1800,1100,338.2,345.15,2750,6.0,334.0,0.0,7,0,506
0,0,0,0.0,0.0,0.0,550,1.0,1.8,550,1810,1650,331.8,368.7,1650,0.0,0.0,0.0,0,0,0
143,2,86,38.95,1.1,-0.34999999999999987,1650,1.1,1.2,6600,1820,1650,337.4,383.3,1650,0.0,218.95,0.0,0,0,1
14,0,0,0.0,1.5,0.0,550,0.85,1.35,1100,1830,1650,369.4,381.4,1650,0.0,0.0,0.0,0,0,0
21,-1,1,38.77,0.8,-0.3999999999999999,550,0.8,1.2,550,1840,1650,360.2,399.4,1650,0.0,0.0,0.0,0,0,0
456,29,96,40.78,1.0,-0.1499999999999999,550,0.8,1.0,11000,1850,1650,368.8,420.45,1650,0.0,375.0,0.0,0,0,142
15,0,1,39.94,0.75,-0.25,550,0.6,1.0,1100,1860,16500,355.55,456.2,16500,0.0,0.0,0.0,0,0,0
6,6,8,42.01,0.95,-5.8999999999999995,550,0.65,0.95,1650,1870,16500,365.2,467.05,16500,0.0,0.0,0.0,0,0,0
132,4,8,43.07,1.0,0.0,550,0.65,0.9,550,1880,16500,374.2,478.2,16500,0.0,0.0,0.0,0,0,0
19,19,20,42.15,0.75,-4.85,1100,0.55,0.8,1650,1890,16500,384.8,489.15,16500,0.0,0.0,0.0,0,0,0
1128,2,89,41.67,0.6,-0.050000000000000044,8250,0.6,0.7,550,1900,16500,414.9,473.6,550,0.0,450.0,0.0,0,0,10
201,-5,22,41.43,0.5,-0.15000000000000002,3300,0.5,0.65,550,1910,16500,402.55,511.4,16500,0.0,0.0,0.0,0,0,0
